Video Show,Show year,Location,Key Execs,Key Board Members,Key Advisory Board Members,Key Investors,Key Partnerships,Key Customers,Company Details,Company Profile,Url,Logo,Embed Code
EZBOB,2014,Europe,"Tomer Guriel (CEO, Founder & Director), Sharone Perlstein (Bus. Dev., Founder & Director), Nimrod Kaplan (CTO & COO)","Kim Richardson (Director), Gitit Aharoni (Director)",,"Hagshama Fund, UK Angel Co-Fund, Phenomen Fund","European Investment Bank (EIB), EU Project Microfinance, Royal Mail, Simple Ways To Grow, EKM Powershop, Channel Grabber",,"<strong>Website: </strong><a target=""_blank"" href=""http://ezbob.com"">ezbob.com</a><strong><br>
                Blog:</strong> <a href=""http://ezbob.com/blog"" target=""_blank"">ezbob.com/blog</a><br>
                      <br>
                               <strong> HQ: </strong>London, UK<br>
                               <strong>Founded: </strong>November 2011<br>
                               <strong>Product Demoed: </strong>EZBOB<br>
                               <strong>Product Launch: </strong>February 11,  2014<br>
                      <strong>Metrics: </strong>£6M  raised, 15 employees<br>
                      <strong>Presenters: </strong>Nimrod Kaplan (COO), Tomer Guriel (CEO &amp; Co-Founder)","                    <strong>How they describe themselves: </strong>EZBOB is the first web based and fully  automated lending platform for SMEs in the UK backed by the UK government’s  Angel Co-Fund and appointed as financial intermediary for Project Microfinance  by the EU. EZBOB is a profitable  alternative lender changing the way business owners can access the funding they  need for working capital, growth, or other business opportunities.<br>                        <br>                      The company's proprietary lending platform is an industry leader, providing for  a simplified, customer centric, web based application process. Any UK business is able to apply online, in  under 10 minutes with no paperwork and no face-to-face meetings. EZBOB  algorithms are able to analyse the business and its directors’ creditworthiness  and affordability in real time. Once a  funding decision has been made, borrowers can choose their repayment schedule exact  funding amount; funds transferred directly to the business account within 30  minutes or less.                      <p><strong>How they describe their product/innovation:</strong> EZBOB's lending platform was initially designed to provide an  automated funding solution for online retailers, such a people operating online  shops on eBay, Amazon, or those using PayPal. <br>                        <br>                      At Finovate EZBOB launched their new proprietary platform (EZ10.1), which allows  for any of the 5 million SMEs in the UK to apply online in minutes and find out  how much funding is available to them.<br>  <br>                      Now, all business applicants will enjoy EZBOB's USP, which is a short online  application with an automated lending decision and instant funding of up to £50,000.</p>",http://www.finovate.com/europe14vid/ezbob.html,http://www.finovate.com/europe14vid/logos/EZBOB.jpg,//fast.wistia.net/embed/iframe/3u5aswl00b
Dynamics,2014,Europe,Jeff Mullen (CEO),,,"Adams Capital Management (Series A), Bain Capital Ventures (Series B)",,,"<strong>Website: </strong><a target=""_blank"" href=""http://dynamicsinc.com"">dynamicsinc.com</a><br>
                  <strong>Twitter:</strong> <a href=""http://twitter.com/dynamicsinc"" target=""_blank"">@dynamicsinc</a><strong> HQ: </strong>Pittsburgh, PA, USA<br>
                  <strong>Founded: </strong>November 2007<br>
                  <strong>Product Launch: </strong>February  2014<br>
                  <strong>Presenters: </strong>Jeff Mullen (CEO), George Schmelzel (Chief Payments Officer) ","                      <strong>How they describe themselves: </strong>Dynamics was founded and seeded by Jeff  Mullen, its President and CEO. Dynamics produces and manufactures intelligent  powered cards such as advanced payment cards. Focused on introducing fast-cycle  innovation to top card issuers, the company's first commercial application is  the world's first fully card-programmable magnetic stripe for use in  next-generation payment cards.</p>",http://www.finovate.com/europe14vid/dynamics.html,http://www.finovate.com/europe14vid/logos/Dynamics%20.jpg,//fast.wistia.net/embed/iframe/uupeqvuw5i
Kown,2014,Europe,"Alexander Dresen (Founder & CEO), Ilia Rudometov (Head of Mobile), Alexey Krivonosov (Server & API), Sergey Kalachev (Lead Engineer)",,"Robin Wauters (Tech.eu., ex Tech Crunch & ex The Next Web), Ben Mathes (Venture Hacker, AngelList), Sal Mateis (former VP, Yahoo)",Seedcamp,,,"<strong>Website: </strong><a target=""_blank"" href=""http://kown.co"">kown.co</a><br>
                  <strong>Twitter:</strong> <a href=""http://twitter.com/kownco"" target=""_blank"">@kownco</a><br>
                      <br>
                               <strong> HQ: </strong>London, UK<br>
                               <strong>Founded: </strong>June 2013<br>
                               <strong>Product Demoed: </strong>Kown<br>
                               <strong>Product Launch: </strong>February  2014<br>
                      <strong>Metrics: </strong>4,100 users of which 900 are accredited investors<br>
                      <strong>Presenters: </strong>Alexander Dresen (CEO), Ilya Rudometov (CTO)","                    <strong>How they describe themselves: </strong>Kown  is a peer-to-peer investing marketplace, making discovery and investing in  private companies easy with minimal effort.                    <p><strong>How they describe their product/innovation:</strong> Kown  provides an alternative for the traditional savings account. We match people  with investing opportunities based on their interests, risk-graph and  investment focus.</p>",http://www.finovate.com/europe14vid/kown.html,http://www.finovate.com/europe14vid/logos/KOWN.jpg,//fast.wistia.net/embed/iframe/1f44rnpc44
SecureSafe,2014,Europe,"Dr. Tobias Christen (CEO), Tim Kahrmann (CMO), Michael Tschannen (Head of R&D)","Dr. Walter Hürsch (Board President & Partner, Zühlke), Lukas von Känel (CEO & Board Member, AVANTEC), Roland Zeller (CEO & Board Member, ParkU & Business Angel)",,"Zühlke, AVANTEC, Zürcher Kantonalbank",,,"<strong>Website: </strong><a target=""_blank"" href=""http://securesafe.com"">securesafe.com</a><br>
                  <strong>Twitter:</strong> <a href=""http://twitter.com/SecureSafe"" target=""_blank"">@SecureSafe</a><br>
                      <br>
                               <strong> HQ: </strong>Zürich,  Switzerland<br>
                               <strong>Founded: </strong>January 2008<br>
                               <strong>Product Demoed: </strong>SecureSafe<br>
                               <strong>Product Launch: </strong> February 2014<br>
                      <strong>Metrics: </strong>500,000 registered users,  10 full time employees<br>
                      <strong>Presenters: </strong>Tobias Christen (CEO &amp; Co-Founder), Tim Kahrmann (Head of Marketing) ","                      <strong>How they describe themselves: </strong>SecureSafe is the Swiss  online storage that is as safe as a bank vault, offering more than 500,000 end users  worldwide a highly secure and trusted location to store their digital assets.  Since its launch in 2009, SecureSafe has gained strong traction in the  professional collaboration and e-delivery fields by continuously adding  functions to the core product, such as shared spaces for professional  collaboration in teams and e-delivery for banks, insurances, and governments.  In 2012, the first Swiss retail bank started offering the delivery of bank  statements into the SecureSafe of their clients, followed by international  banks (e.g. UniCredit) and insurances (e.g. Allianz) in 2013.</p>                    <p><strong>How they describe their product/innovation:</strong> The financial services ecosystem  suffers from the fact that each service provider has its own portal through  which data is delivered in a 1:1 fashion. SecureSafe presents a platform that  connects banks, EAA, POA, FIM, SME customers, and private customers. Documents  can be sent from banks to professional partners such as EAA, which then can be  shared with the assigned end customers. Metadata that is passed together with  the documents allows for an improved experience and processing on all levels.  Professional teams can seamlessly and securely work together with the  high-privacy platform run in Switzerland.</p>",http://www.finovate.com/europe14vid/securesafe.html,http://www.finovate.com/europe14vid/logos/SecureSafe.jpg,//fast.wistia.net/embed/iframe/f3azw00cem
SaaS Markets,2014,Europe,Ferdi Roberts (CEO & Founder),"Ferdi Roberts (CEO & Founder), Peter Nealon (CFO), Gabriel Moynagh (Chairman)",,Confidential,"Sysnet Global Solutions, Innovage Consulting",Global Payments (formerly HSBC UK),"<strong>Website: </strong><a target=""_blank"" href=""http://saasmarkets.com"">saasmarkets.com</a><br>
                    <strong>Blog:</strong> <a href=""http://saasmarkets.com/news-2/blog%20"" target=""_blank"">saasmarkets.com/news-2/blog </a><br>
                      <strong>Twitter:</strong> <a href=""http://twitter.com/SaaSMarkets"" target=""_blank"">@SaaSMarkets</a><br>
                      <br>
                               <strong> HQ: </strong>San Mateo, CA, USA<br>
                               <strong>Founded: </strong>November 2011<br>
                               <strong>Product Demoed: </strong>MarketMaker Enterprise Cloud  Marketplace Platform for Financial Companies <br>
                               <strong>Product Launch: </strong>November 2013<br>
                      <strong>Metrics: </strong>$3.5M private funding, 20+ employees in USA and Europe, confidential revenues, but fully  profitable<br>
                      <strong>Presenters: </strong>Ferdi Roberts (CEO &amp; Founder), Jay Manciocchi (Director of Marketing)","                    <strong>How they describe themselves: </strong>SaaS Markets is  the enterprise cloud marketplace company. Leading financial institutions,  technology companies, retailers, business associations and other global brands  work with us to create highly engaging, custom cloud app and service  marketplaces for their clients’ use. Our passion for Software-as-a-Service  (SaaS) and commitment to great user experiences has helped SaaS Markets become  the leading cloud service provider. With our MarketMaker eCloud and cCloud  marketplace platforms, organizations can build, brand, and launch their app  store within a matter of weeks, while app developers have the opportunity to  make their software available across multiple marketplaces around the world.                     <p><strong>How they describe their product/innovation:</strong> SaaS Markets' MarketMaker  platform allows financial companies to deploy a fully branded cloud marketplace  containing proprietary apps and/or selected software from our catalog of over  1,500+ pre-qualified business applications, plus other cloud products and  services — all in one convenient marketplace for your employees or business  customers.</p>",http://www.finovate.com/europe14vid/saasmarkets.html,http://www.finovate.com/europe14vid/logos/SaaSMarkets.jpg,//fast.wistia.net/embed/iframe/aqgl0o5fe8
Fiserv,2014,Europe,"Jeffery W. Yabuki (President & CEO), Shawn Donovan (EVP & Chief Sales Officer), Mark A. Ernst (EVP & COO), Michael P. Gianoni (EVP & Group President, Financial Institutions), Rahul Gupta (EVP & Group President, Digital Payments), Thomas J. Hirsch (EVP, CFO & Treasurer), Kevin Pennington (EVP, Human Resources), Clifford Skelton (EVP & CIO), Lynn S. McCreary (EVP & General Counsel), Charles W. Sprague (EVP & Chief Legal Officer), Steve Tait (EVP & Group President, International)",,,Publicly listed on the NASDAQ,,"Many leading banks around the world use Fiserv's digital banking and payments products: Westpac Banking Corporation, Bank of Ireland, Tesco Bank, ANZ Banking Group, Bangkok Bank, US Bank, Capital One, Bank of the West, Bank of America, TD Bank, Panin Bank, Bank Leumi and many others.","<strong>Website: </strong><a target=""_blank"" href=""http://fiserv.com"">fiserv.com</a><strong><br>
                Blog: </strong><a href=""http://fiserv.com/the-point.htm"" target=""_blank"">fiserv.com/the-point.htm</a><strong><br>
                      Twitter:</strong> <a href=""http://twitter.com/Fiserv"" target=""_blank"">@Fiserv</a><br>
                      <br>
                               <strong> HQ: </strong>Brookfield, WI, USA<br>
                               <strong>Founded: </strong>1984<br>
                               <strong>Product Demoed: </strong>Mobiliti<br>
                               <strong>Product Launch: </strong>2014<br>
                               <strong>Metrics: </strong>More than $4.5B in revenue from digital  banking and payments.  The world’s  leading provider of online, tablet and mobile banking solutions, and white-labeled  bill presentment, payment and P2P solutions.<br>
                               <strong>Presenters: </strong>Jonathan Atkinson (Solution Consultant, Digital Channels), Denis Zelenskiy (Sales Executive, Digital Channels)","                    <strong>How they describe themselves: </strong>Fiserv is the world's leading provider of  digital banking and payment solutions. We have the #1 ranked products in  various spheres of financial technology: online banking, tablet banking, mobile  banking, electronic bill payment/presentment and person-to-person payments. Our  entire focus is helping financial institutions attain best-in-class outcomes  from world-class technology.                    <p><strong>How they  describe their product/innovation:</strong> We demonstrated the next version of Mobiliti - our flagship mobile and tablet  banking platform, with a focus on its completeness, intuitive design and disruptive  capabilities.</p>",http://www.finovate.com/europe14vid/fiserv.html,http://www.finovate.com/europe14vid/logos/Fiserv.jpg,//fast.wistia.net/embed/iframe/q6pfdjn6bj
Five Degrees,2014,Europe,"Martijn Hohmann (CEO), Björn Holmthorsson (CTO), Marianne Tijssen (COO), Brian van Wachem (Chief Commercial Officer), Fridrik Reynisson (Director of Development Services), James Devine (Director of Product Services), Magnus Sigurdsson (Lead Architect), Peter-Jan van de Venn (Director of Business Services & Corporate Development)","Supervisory Board: Jan de Ruiter (Chairman, Supervisory Board & Chairman, RBS Netherlands), Loek van den Boog (Entrepreneur), Allard Luchsinger (Velocity Capital)",,"Velocity Capital, 5Square SME Fund",Microsoft Silver Partner,"KNAB (Aegon), Crédit Agricole Consumer Finance, NIBC","<strong>Website: </strong><a target=""_blank"" href=""http://fivedegrees.nl"">fivedegrees.nl</a><br>
                      <br>
                               <strong> HQ: </strong>Breukelen,  Netherlands<br>
                               <strong>Founded: </strong>2009<br>
                               <strong>Product Demoed: </strong>Matrix –  Universal bank in the cloud<br>
                               <strong>Product Launch: </strong>February 11,  2014<br>
                               <strong>Metrics: </strong>Software company founded in 2009, delivering front-to-back next  generation banking platform, operating with 45 staff from the Netherlands,  Iceland and Luxembourg, ISAE 3000 certified, revenue 2012 €3.3M, 2013 expected  revenue € 3.7M, funding: Angel rounds (2009/2010): € 2M, Series A (2011): € 3M,  April 2013: €1.5M<br>
                               <strong>Presenters: </strong>Bjorn Holmthorsson (Co-Founder &amp; CTO), Brian van Wachem (Chief Commercial Officer) ","                    <strong>How they describe themselves: </strong>Five  Degrees (NL|IS) is a financial technology provider offering The Real  Alternative to financial institutions wishing to serve their customers  different: faster, at a lower cost, more transparent, from and to any device  and with more insight for all parties. Matrix, its proven core BPM universal banking  solution, offers a fully automated banking services hub supporting any segment,  product or channel through a rich mid office environment, connected to any  (legacy) back-office of choice, deployed in-house or in the cloud as demoed at  Finovate.                    <p><strong>How they describe their product/innovation:</strong> Matrix Accounts  is a modern lean back office solution that  manages product and admin specific data for the benefit of the mid and front  office operations. Matrix Accounts is designed for existing banks, as well as  banks of the next generation. With a focus on automation, flexibility,  traceability and security, Matrix Accounts is the solution for lowering cost  and enhancing agility in the banking environment. Matrix Accounts  incorporates a highly flexible product builder to support the varying needs of  different kinds of banks: retail, commercial and investment. Matrix Accounts  comes with basic features, covering all standard needs of any bank.</p>",http://www.finovate.com/europe14vid/fivedegrees.html,http://www.finovate.com/europe14vid/logos/FiveDegrees.jpg,//fast.wistia.net/embed/iframe/0c9k2bwvwv
Intuition Intelligence,2014,Europe,"Dr. Arif Ansari (CEO), Yusuf Ansari (COO)",,,,"SAP, Wipro Technologies",,"<strong>Website: </strong><a target=""_blank"" href=""http://intuitionintelligence.com"">intuitionintelligence.com</a><br>
                      <br>
                               <strong> HQ: </strong>Dublin, CA, USA<br>
                               <strong>Founded: </strong>October 2013<br>
                               <strong>Product Demoed: </strong>Smart Offers<br>
                               <strong>Product Launch: </strong>November  2013<br>
                      <strong>Metrics: </strong>20  employees in California &amp; India<br>
                      <strong>Presenters: </strong>Dr. Arif Ansari (CEO), Yusuf Ansari (COO)","                    <strong>How they describe themselves: </strong>Intuition  Intelligence &amp; Wipro Technologies have developed an end-to-end, next  generation Super Relevant Card-Linked Offers solution with a multi-channel  delivery system. They have targeted the next generation of problems for  card-linked offers – the 6V’s: Volume, Velocity, Variety, Vicinity, Visibility  &amp; Value.<br>                      <br>  <strong>How they describe their product/innovation:</strong> Smart Offers markets Bank Products and Merchant Offers embedded in  Super Relevant financial content.  The  financial content matching a customer’s life cycle serves as a powerful trigger  to act on the Super Relevant Bank Products and Merchant Offers. The customer  Analytical feedback to Banks is a powerful lead generation tool providing  deeper insights on customer likes and needs.  <p>Smart Offers  solution sources a huge volume of offers from the open coupons and deals  networks. The Bank manager portal enables financial institutions to view, select,  and approve offers.</p>                    <p>Smart  Offers' iCube Super Relevancy engine learns user intent in click time and  delivers Super Relevant offers at the right moment via digital channels without  spam or friction. Thus, banks experience higher conversion on a scale never  seen before, resulting in dramatic increases in revenue.</p>                    <p>Smart Offers  solution can be easily integrated to existing infrastructure, hosted on-premise,  or by a software-as-a-service model.</p>",http://www.finovate.com/europe14vid/intuitionintelligence.html,http://www.finovate.com/europe14vid/logos/IntuitionIntelligence.jpg,//fast.wistia.net/embed/iframe/zcu98yi9nw
Tink,2014,Europe,"Daniel Kjellén (CEO & Founder), Fredrik Hedberg (CTO & Founder)","Nicklas Storåkers (Chairman), Daniel Kjellén (CEO & Founder), Fredrik Hedberg (CTO & Founder)",,,,,"<strong>Website: </strong><a target=""_blank"" href=""http://tink.se/en"">tink.se/en</a><br>
                      <strong>Twitter:</strong> <a href=""http://twitter.com/tink"" target=""_blank"">@tink</a><br>
                      <br>
                               <strong> HQ: </strong>Stockholm, Sweden<br>
                               <strong>Founded: </strong>June 2012 <br>
                               <strong>Product Demoed: </strong>Tink <br>
                               <strong>Product Launch: </strong>September  2013, international launch: 2014<br>
                      <strong>Metrics: </strong>10 employees<br>
                      <strong>Presenters: </strong>Daniel Kjellén (Founder &amp; CEO), Fredrik Hedberg (Founder &amp; CTO)","                    <strong>How they describe themselves: </strong>Tink addresses the  fundamental problem of people not having control over their financial life. We  built an intelligent App and Web App for the ones that normally think personal  finance is unexciting and time consuming. We want to make personal finance fun,  beautiful, and convenient. Our ambition is to help users get control over their  financial lives, make wiser financial decisions, and to save and spend smarter.  The company was founded in June 2012, and in September 2013, the service was  released to the Swedish market with great success. For 2014 we are planning an  international launch.                    <p><strong>How they describe their product/innovation:</strong> Tink is a free personal  finance service that allows you to follow your money, wherever you are! The  service automatically collects and categorizes up to 2 years of historical  transactions and assets from the banks you decide to connect. Once connected,  Tink presents your expenses and incomes, suggests budgets, sends alerts, and  gives you a personalized feed. Tink removes all the unwanted noise, highlights  what’s important, and provides intelligent insights into your finances.  Following your money with the Tink feed is as effortless as browsing your  Instagram feed!</p>",http://www.finovate.com/europe14vid/tinkapp.html,http://www.finovate.com/europe14vid/logos/Tink.jpg,//fast.wistia.net/embed/iframe/e51tkipewz
NF Innova,2014,Europe,"Eldar Banjica (CEO), Vasa Segrt (Director of Sales & Operations), Dejan Petkovic (Director of Technology)","Branislav Vujovic (President, New Frontier Group), Gregor Bierent (Managing Director, NFG Products), Igor Pavlica (CEO, Saga)",,New Frontier Group,"Microsoft, Oracle","Raiffeisen Bank, Societe General Bank, Banca Intesa, Halkbank","<strong>Website: </strong><a target=""_blank"" href=""http://nfinnova.com"">nfinnova.com</a><br>
                      <br>
                               <strong> HQ: </strong>Vienna, Austria<br>
                               <strong>Founded: </strong>March 2013<br>
                               <strong>Product Demoed: </strong>iBanking /  Personal Experience Module<br>
                               <strong>Product Launch: </strong>iBanking:  June 2012, Personal Experience Module: February 2014<br>
                      <strong>Metrics: </strong>42  employees, estimated €1.5M in revenue in 2013, estimated 1M named users of  iBanking in 2013<br>
                      <strong>Presenters: </strong>Eldar Banjica (CEO), Dejan Petkovic (Director, Products &amp; Strategy)","                      <strong>How they describe themselves: </strong>NF Innova is a software solutions company that  specializes in creating markets’ leading Omni-Channel Customer Interaction  products. A member of New Frontier Group, one of the largest System Integrator  groups in Central &amp; Eastern Europe, NF Innova has been providing the  region’s prime banks and financial institutions with the most advanced  solutions for the Digital Economy. iBanking, NF Innova’s flagship product, is  distributed in the entire EMEA region through the network of subsidiaries and  channel partners.</p>                    <p><strong>How they describe their product/innovation:</strong> Personal Experience Module, a part of iBanking product suite, enables  banks to offer their customers a truly unique and tailored user experience.  Namely, instead of static CRM-based rules used for segmentation, this module  provides for the adaptive behavior of the entire system, tailoring the user  interface for each individual client, without the administration by the bank’s  staff. It monitors the subscribed products and services, user’s behavior on the  digital touch points (portal, mobile devices, etc.), and automatically provides  the exact mash up of functionalities that are most appropriate for the specific  customer at the given time and the communication device.</p>",http://www.finovate.com/europe14vid/nfinnova.html,http://www.finovate.com/europe14vid/logos/NFInnovate.jpg,//fast.wistia.net/embed/iframe/uhm5wzl15l
Nostrum Group,2014,Europe,"Richard Carter (CEO), Alex Stephen (CTO), Neil Warman (CFO)","Arnie Iversen (Chairman), Richard Carter (CEO), Alex Stephen (CTO), Neil Warman (CFO)",,,Rackspace,"Nostrum’s systems are used by a variety of lenders, from those offering point sale finance through retailers and motor finance dealers, omnichannel retail and consumer finance lenders, through to corporate lenders, offering leasing and secured loan products. A typical Nostrum customer will licence the full end-to-end solution supporting online loan application processing through to delinquency management.","<strong>Website: </strong><a target=""_blank"" href=""http://nostrumgroup.com"">nostrumgroup.com</a><br>
                  <strong>Twitter: </strong><a target=""_blank"" href=""http://twitter.com/nostrumgroup"">@nostrumgroup</a><br>
                      <br>
                               <strong> HQ: </strong>Harrogate, United  Kingdom <br>
                               <strong>Founded: </strong>August 2001 <br>
                               <strong>Product Demoed: </strong>Virtual Collector <br>
                               <strong>Product Launch: </strong>February 2014<br>
                      <strong>Metrics: </strong>Self funded, 65 employees, £7M+  revenues, 20+ customers<br>
                      <strong>Presenters: </strong>Richard Carter (Chief Executive), Tom Martin (Head of PMO)","                      <strong>How they describe themselves: </strong>Nostrum provides  technology to make lending cheaper, faster, and safer. Our technology is used  by an increasing number of high profile lenders to make faster, more informed  credit decisions, reducing their credit defaults and facilitating cheaper  credit. High level of customer self service and automation reduce lender  operating costs and interest rates whilst also providing exemplary customer  service. Emerging regulatory requirements focus on transparency and treating  customers fairly - these principles being embedded within our software. The software is provided  on a fully managed SaaS basis through dual secure, high availability data  centres.</p>                    <p><strong>How they describe their product/innovation:</strong> Nostrum’s mission is to  provide a fully automated lending platform, enabling lending to be performed  cheaper, faster and safer.</p>                    <p>Whilst innovation in  certain sectors of the lending industry have addressed the auto approval of  applications and now provide loan funds rapidly, no business has adequately  considered how delinquency management activity can be redesigned to ease the  customer experience and reduce the risk of compliance failure. The  functionality demonstrated will replace the traditional call centre operator  who manages in and outbound calls to customers to discuss their delinquent  payments and either takes a payment or puts an arrangement in place.</p>",http://www.finovate.com/europe14vid/nostrumgroup.html,http://www.finovate.com/europe14vid/logos/NostrumGroup.jpg,//fast.wistia.net/embed/iframe/b6gyp63he5
Nous.net,2014,Europe,"Justin Short (CEO), Anthony Lenaghan (CTO)",,,,,,"<strong>Website: </strong><a target=""_blank"" href=""http://nous.net"">nous.net</a><br>
                  <strong>Blog:</strong> <a href=""http://blog.nous.net"" target=""_blank"">blog.nous.net</a><br>
                  <strong>Twitter:</strong> <a href=""http://twitter.com/nousinc"" target=""_blank"">@nousinc</a><br>
                      <br>
                               <strong> HQ: </strong>Tokyo, Japan (Operations), British Virgin  Islands (Legal)<br>
                               <strong>Founded: </strong>September 2012<br>
                               <strong>Product Demoed: </strong>Spark Feed<br>
                               <strong>Product Launch: </strong>February 11,  2014<br>
                               <strong>Metrics: </strong>Self-funded, pre-revenue, pre-launch: 5 FTE, 15,000 users (January  2013)<br>
                               <strong>Presenters: </strong>Justin Short (CEO &amp; Founder), Mick Horgan (Co-Founder)","                      <strong>How they describe themselves: </strong>Nous  operates a free trading simulator paying weekly cash prizes, with the goal of  finding and retaining the world's best trading talent across all  exchange-traded asset classes. The predictions generated by our tens of  thousands of traders are condensed into simple real-time feeds that help you  understand and predict the financial markets.</p>                    <p><strong>How they describe their product/innovation:</strong> Nous' “Spark  Feed” is a real-time financial data service that helps you understand and  predict the markets. Uniquely, Spark Feed uses the intuitive and analytical  capabilities of tens of thousands of real people, not software algorithms.  Their predictions are segmented by proven trading skill and then quantitatively  blended.<br>                        <br>                      This product is an exciting combination of natural human talents and  quantitative finance techniques. Our belief in persistent, dependable predictive  skill is supported by securities companies’ practices, recent findings in  academia -- and by our own massive data set.</p>",http://www.finovate.com/europe14vid/nous.html,http://www.finovate.com/europe14vid/logos/nous.jpg,//fast.wistia.net/embed/iframe/r9l3aqde29
GMC Software Technology,2014,Europe,"Henri Dura (CEO), Bill Parker (CMO), Andreas Scherrer (CFO), Zbynek Hodic (CTO), Peter Mueller (President, EMEA)",,,,,,"<strong>Website: </strong><a target=""_blank"" href=""http://gmc.net"">gmc.net</a><br>
                  <strong>Blog:</strong> <a href=""http://thinkcustomerblog.com"" target=""_blank"">thinkcustomerblog.com</a><br>
                  <strong>Twitter:</strong> <a href=""http://twitter.com/gmc_net"" target=""_blank"">@gmc_net</a><br>
                      <br>
                               <strong> HQ: </strong>Appenzell,  Switzerland<br>
                               <strong>Founded: </strong>1994<br>
                               <strong>Product Demoed: </strong>GMC Inspire Mobile  Onboarding<br>
                      <strong>Product Launch: </strong>February 2014<br>
                      <strong>Presenters: </strong>Antoine Hemon-Laurens (Mobile Products Marketing Manager), Gary Jenkins (Product Manager)","                    <strong>How they describe themselves: </strong>GMC Software Technology is  an award-winning leader in the field of Customer Communications Management. The  company develops innovative software applications that enable businesses to  transform the customer experience, reduce costs, and increase agility. Its  flagship software, GMC Inspire, is an end-to-end solution for delivering  relevant, compliant communications across multiple channels including SMS,  email, print, web, and social media.                    <p>Operating worldwide, the  company’s double digit growth spans major enterprises in financial <br>                      services, insurance,  wealth management, and retail banking. GMC was recently an IBM Beacon Award  finalist for Best Industry Solution for Insurance and was named a leader in the Forrester Wave and  in the Gartner Magic Quadrant for CCM.</p>                    <p><strong>How they describe their product/innovation:</strong> GMC Inspire Mobile  Onboarding is a game-changing innovation that allows banks to attract, retain,  and grow customers through real-time, interactive communication.</p>                    <p>This solution is  specifically tailored for mobile customer engagement. With GMC Inspire Mobile  Onboarding, banks empower their front line staff to easily create contracts  based on customers’ needs and preferences that can be sent in real-time and  browsed on any mobile device. This innovation enables customers to review  contracts, make changes and use digital signature, hence simplifying the  onboarding process, reducing drop out, and increasing revenue.</p>",http://www.finovate.com/europe14vid/gmc.html,http://www.finovate.com/europe14vid/logos/GMC.jpg,//fast.wistia.net/embed/iframe/ex8vz0f1wn
Kensho,2014,Europe,"Daniel Nadler (CEO & Co-Founder), Peter Kruskall (CTO & Co-Founder), Ian Brady (CPO), Adam Broun (Head of Strategy)",,,"General Catalyst, NEA, Accel Partners, Google Ventures, Devonshire/Fidelity Investments",Nasdaq,,"<strong>Website: </strong><a target=""_blank"" href=""http://kensho.com"">kensho.com</a><br>
                  <strong>Twitter:</strong> <a href=""http://twitter.com/kensho"" target=""_blank"">@kensho</a><br>
                      <br>
                               <strong> HQ: </strong>Cambridge, MA, USA<br>
                               <strong>Founded: </strong>May 2013<br>
                               <strong>Product Demoed: </strong>Warren<br>
                      <strong>Product Launch: </strong>February 2014<br>
                      <strong>Presenters: </strong>Daniel Nadler (CEO), Adam Broun (Head of Strategy &amp; Bus. Dev.)","                    <strong>How they describe themselves: </strong>Kensho is bringing the intelligent assistant revolution  to finance with user-friendly interactive research environments that combine  cloud computing with graphical user interfaces and natural language querying  capabilities, allowing financial professionals to perform sophisticated  empirical analyses in a fraction of the time spent by institutional research teams  today, and without writing code.                    <p><strong>How they describe their product/innovation:</strong> Warren is a user friendly, interactive research environment that  enables portfolio managers and researchers to quickly and easily perform  sophisticated quantitative analyses in a fraction of the time spent by  institutional research teams today.</p>                    <p>Kensho designed Warren to shorten traditional investment  research cycles from days to minutes. Warren can currently answer a million  distinct types of natural language questions about the impact of global events  on asset prices, such as, “What happens to the share prices of energy companies  when oil trades above $100 a barrel and political unrest has recently occurred  in the Middle East?” Warren will be able to answer 100 million distinct types  of complex financial questions by the end of 2014.</p>",http://www.finovate.com/europe14vid/kensho.html,http://www.finovate.com/europe14vid/logos/Kensho.jpg,//fast.wistia.net/embed/iframe/caut534r2m
