Video Show,Show year,Location,Company Details,Key Stats,Url
Matchi,2014,Europe,How they describe their product/innovation: Matchi is an Innovation Matchmaking platform for banks and innovators to establish collaborative relationships that deliver increased return on investment for innovators and banks alike. Matchi is here to open persuasive channels of communication so that both sides can benefit from the relationship.,"Key Executives: Warren Bond (CEO), Gerrit Hoekstra (CTO), Philippa Newnes (Director)Key Board Members: Gerrit Hoekstra (CTO), Philippa Newnes (Director)Key Investors: PrivateKey Partnerships: La Caixa Bank, winner of the 2013 BAI Finacle Global Banking Innovation AwardContacts: Press & Sales: Philippa Newnes, Director, philippa.newnes@matchi.biz, +61 401 915 153",http://www.finovate.com/europe14vid/matchi.html
Meniga,2014,Europe,"How they describe their product/innovation: The MarketWatch offers Financial Institutions a unique way to analyze financial data that lives within their systems. Complementary to Meniga‘s PFM Solution, the MarketWatch enriches the transactional data and is a real-time, transaction-based analytics platform for industry-specific market intelligence and reporting. The superior market intelligence provided by the MarketWatch can be offered by banks to retailers for competitive analysis or to improve tactical decision making thereby creating a new revenue stream.","Key Executives: Georg Ludviksson (CEO & Co-Founder), Asgeir Asgeirsson (CTO & Co-Founder), Duena Blomstrom (VP Sales), Einar Gustafsson (VP Product Management)Key Board Members: Dr. Eggert Claessen (MD, Frumtak Venture Capital), Gudmundur Hafsteinsson, (Entrepreneur, former VP Product, Siri/Apple & Google), Sigurður EgilssonKey Investors: Frumtak Venture Capital, Kjölfesta Growth fundKey Advisory Board Members: Chris Skinner, Bradley Leimer, Breki Karlsson, Rob Findlay, Daniel GusevKey Partnerships: Strong partner network across various markets globally Key Customers: New mBank (Poland), Comdirect (Germany), Skandiabanken (Norway & Sweden), Promsvyazbank (Russia), Momentum (South Africa), Säästöpankkilitto (Finland), Islandsbanki, Arion Bank and Landsbanki (Iceland)Contacts: Bus. Dev. & Press: Georg Ludviksson, CEO, georg@meniga.com, +46 767822146 Sales: Duena Blomstrom, VP Sales, duena@meniga.com, +46 708620578",http://www.finovate.com/europe14vid/meniga.html
Misys,2014,Europe,"How they describe their product/innovation: To adapt to younger generations' requirements, Misys delivers a best-in-class banking app with an innovative drive. With Misys BankFusion Digital: Mobile Banking, all services are only a few taps away – anytime, anywhere. Mobile banking has never been so comfortable and easy, yet secure. The application offers more than just transactional banking: based on customers’ life situations banks are able to deliver personal, targeted offers, turn data into relevant, visualized information, and provide a user experience like never before, turning mobile banking into their primary engagement and sales channel.","Key Executives: Balázs Vinnai (General Manager, Digital Channels), József Nyíri (Director of Innovation, Misys Labs), Viktor Bálint (Head of Marketing, Digital Channels)Key Partnerships: Atos, T-Systems, HP, IBM, PayPal, Backbase, Arcot, Ekomini, GemaltoKey Customers: Alior Sync, ZUNO Bank, Raiffeisen Bank, CIB (Intesa San Paolo), Budapest Bank (GE Money Bank), Unicredit Bank, MKB Bank, Tejarat Bank, National Bank of Oman, Riyad Bank, Saman Bank, Volksbank, Erste Group Bank, Banca Transilvania, Bank of Valletta, Izola Bank, Tinkoff, Lombard, FHB Bank, Banca Comerciala Romana, Bank Austria, Arian Bank, APS Bank, AEGON, UBS, Belfius BankContacts: Bus. Dev. & Sales: József Nyíri, Director of Innovation, Misys Labs, jozsef.nyiri@indgroup.eu Press: Viktor Bálint, Head of Marketing, Digital Channels, viktor.balint@indgroup.eu",http://www.finovate.com/europe14vid/misys.html
Mobino,2014,Europe,How they describe their product/innovation: The new Mobino app delivers superior convenience for customers with a seamless integration of many payment scenarios:,"",http://www.finovate.com/europe14vid/mobino.html
Money on Toast,2014,Europe,"How they describe their product/innovation: Money on Toast delivers independent and whole of the market FCA-regulated financial advice online via an algorithm-powered adviser, Doughbot. Clients can obtain advice on investments, pre and at-retirement planning, protection and inheritance tax.","Key Executives: Charlie Nicholls (Founder & Managing Partner), Chris Nicholls (Managing Partner)Key Customers: We draw our customer base from the 11 million or so individuals who have been orphaned by the banks and traditional financial advisers post RDR.Contacts: Bus. Dev.: Kay Ovenden, Business Development Director, kay@moneyontoast.com, 01243 819101 Press: Catharine Dodd, Project Manager, catharine@moneyontoast.com, 01243 819101 Sales: Charlie Nicholls, Founder & Managing Partner, charlie@cpnim.co.uk, 01243 819101",http://www.finovate.com/europe14vid/moneyontoast.html
MyOrder,2014,Europe,"Presenter Profile How they describe themselves: We are MyOrder. We empower and delight our customers by delivering confidence and convenience to their shopping experience.How they describe their product/innovation: The smartest way to spend, connect, shop, browse and have fun.","Key Executives: Michael Dooijes (CEO), Gertjan Rösken (CTO), Thomas Brinkman (CSO)Key Board Members: Marco Bosma (EVP, Rabobank), Thomas Brinkman (Founder, MyOrder), Ferenc Birkenhäger (Eijsink POS Systems)Key Investors: RabobankKey Advisory Board Members: Roy Vella (Vella Ventures), Alex Nigg (Siderian Ventures Advisory)Key Partnerships: Rabobank, Eijsink POS Systems, MultiCard, MobiquityKey Customers: Shell, Superdirect.com, Wolff Cinemas, KFC, Bakery Bart, Takeaway.com, The Three Sisters GroningenContacts: Bus. Dev.: Gertjan Rösken, CTO, gertjan@myorder.nl Press & Sales: Thomas Brinkman, CSO, thomas@myorder.nl",http://www.finovate.com/europe14vid/myorder.html
MyWishBoard,2014,Europe,"Presenter Profile How they describe themselves: MyWishBoard.com is a social crowdfunding platform for personal dreams and wishes. The big idea behind the project is to make peoples’ wishes come true. Each user's profile is a personal wish board, where their friends, family or fans can back any amount of money on a wish account. MyWishBoard operates as a social pinboard of desired objects and struggles allowing people to subscribe to wish boards, explore and copy new wishes filtered by tags and to keep a track of wish fulfillment.How they describe their product/innovation: MyWishBoard.com is the first p2p platform where users can finance their wishes with the help of friends and subscribers. Once the necessary amount is raised, the money is transferred to the gift recipient’s digital account and could be further spent directly in e-stores or withdrawn on a credit card.","",http://www.finovate.com/europe14vid/mywishboard.html
NF Innova,2014,Europe,"Presenter Profile How they describe themselves: NF Innova is a software solutions company that specializes in creating markets’ leading Omni-Channel Customer Interaction products. A member of New Frontier Group, one of the largest System Integrator groups in Central & Eastern Europe, NF Innova has been providing the region’s prime banks and financial institutions with the most advanced solutions for the Digital Economy. iBanking, NF Innova’s flagship product, is distributed in the entire EMEA region through the network of subsidiaries and channel partners.How they describe their product/innovation: Personal Experience Module, a part of iBanking product suite, enables banks to offer their customers a truly unique and tailored user experience. Namely, instead of static CRM-based rules used for segmentation, this module provides for the adaptive behavior of the entire system, tailoring the user interface for each individual client, without the administration by the bank’s staff. It monitors the subscribed products and services, user’s behavior on the digital touch points (portal, mobile devices, etc.), and automatically provides the exact mash up of functionalities that are most appropriate for the specific customer at the given time and the communication device.","Key Executives: Eldar Banjica (CEO), Vasa Segrt (Director of Sales & Operations), Dejan Petkovic (Director of Technology)Key Board Members: Branislav Vujovic (President, New Frontier Group), Gregor Bierent (Managing Director, NFG Products), Igor Pavlica (CEO, Saga)Key Investors: New Frontier GroupKey Partnerships: Microsoft, OracleKey Customers: Raiffeisen Bank, Societe General Bank, Banca Intesa, HalkbankContacts: Bus. Dev. & Sales: Vasa Segrt, Director of Sales & Operations, vasa.segrt@nfinnova.com Press: Aleksandar Lenov, Pre-Sales, aleksandar.lenov@nfinnova.com",http://www.finovate.com/europe14vid/nfinnova.html
Nostrum Group,2014,Europe,"Presenter Profile How they describe themselves: Nostrum provides technology to make lending cheaper, faster, and safer. Our technology is used by an increasing number of high profile lenders to make faster, more informed credit decisions, reducing their credit defaults and facilitating cheaper credit. High level of customer self service and automation reduce lender operating costs and interest rates whilst also providing exemplary customer service. Emerging regulatory requirements focus on transparency and treating customers fairly - these principles being embedded within our software. The software is provided on a fully managed SaaS basis through dual secure, high availability data centres.How they describe their product/innovation: Nostrum’s mission is to provide a fully automated lending platform, enabling lending to be performed cheaper, faster and safer.","Key Executives: Richard Carter (CEO), Alex Stephen (CTO), Neil Warman (CFO)Key Board Members: Arnie Iversen (Chairman), Richard Carter (CEO), Alex Stephen (CTO), Neil Warman (CFO)Key Partnerships: RackspaceKey Customers: Nostrum’s systems are used by a variety of lenders, from those offering point sale finance through retailers and motor finance dealers, omnichannel retail and consumer finance lenders, through to corporate lenders, offering leasing and secured loan products. A typical Nostrum customer will licence the full end-to-end solution supporting online loan application processing through to delinquency management.Contacts: Bus. Dev. & Sales: Richard Carter, CEO, Richard.Carter@nostrumgroup.com Press: Deana Aldridge, Marketing Manager, Deana.Aldridge@nostrumgroup.com",http://www.finovate.com/europe14vid/nostrumgroup.html
Nous.net,2014,Europe,"Presenter Profile How they describe themselves: Nous operates a free trading simulator paying weekly cash prizes, with the goal of finding and retaining the world's best trading talent across all exchange-traded asset classes. The predictions generated by our tens of thousands of traders are condensed into simple real-time feeds that help you understand and predict the financial markets.How they describe their product/innovation: Nous' “Spark Feed” is a real-time financial data service that helps you understand and predict the markets. Uniquely, Spark Feed uses the intuitive and analytical capabilities of tens of thousands of real people, not software algorithms. Their predictions are segmented by proven trading skill and then quantitatively blended. This product is an exciting combination of natural human talents and quantitative finance techniques. Our belief in persistent, dependable predictive skill is supported by securities companies’ practices, recent findings in academia -- and by our own massive data set.","Key Executives: Justin Short (CEO), Anthony Lenaghan (CTO)Contacts: Bus. Dev. & Sales: sales@nous.net Press: help@nous.net",http://www.finovate.com/europe14vid/nous.html
PhotoPay,2014,Europe,"Presenter Profile How they describe themselves: PhotoPay provides technology that simplifies paper or PDF bill payments on mobile devices. Across Europe, 8 banks with more than 2M customers are already using PhotoPay technology to enable the easiest way to pay any type of bill without manual data entry.How they describe their product/innovation: Send any kind of payment related document from your mobile device to PhotoPay Cloud service and it will automatically extract necessary payment data for very simple, one tap payment experience. PhotoPay Cloud will handle any type of bill or invoice customers can receive - photo of a paper bill, PDF document and other types of electronic documents.","Key Executives: Damir Sabol (CEO & Founder), Jurica Cerovec (CTO), Izet Ždralović (Marketing & Sales Manager), Sasa Skevin (Operations Manager)Key Investors: Self-financed, would consider growth investmentKey Customers: 8 banks in 5 countries across EuropeContacts: Bus. Dev.: Damir Sabol, CEO & Founder, info@photopay.net Press & Sales: Izet Ždralović, Marketing & Sales Manager, info@photopay.net",http://www.finovate.com/europe14vid/photopay.html
Pixeliris,2014,Europe,"Presenter Profile How they describe themselves: Pixeliris is a company with services in the area of technology marketing. The company started 15 years ago proposing audio software and has been increasing ever since with services and research in the area of digital development. Pixeliris Labs is Pixeliris' R&D laboratory that has been working over the past 5 years on different high-tech technologies, including contactless communication protocols between smart devices. This research has resulted in several patents in the area of sonic and ultrasonic communication between smart devices.How they describe their product/innovation: CopSonic is the first universal contactless mobile payment system powered by our unique technology. It is based on sonic communication transiting through the devices’ speakers and microphones. Therefore, our technology is compatible with 100% of existing phones and smartphones, unlike NFC technologies. Several patents have been filed with regard to the security of the transaction. Our technology allows peer-to-peer transactions between feature phones and smartphones but also enables online passwordless authentication turning the devices into security dongles. We developed an SDK that allows third-party companies to integrate the modules and, therefore, create a business model based on transaction fees or licenses.","Key Executives: Emmanuel Ruiz (CEO & Head of Innovation)Key Board Members: Angela Encarnacion (President), Emmanuel Ruiz (CEO & Head of Innovation), Christian Ruiz (Marketing Director)Contacts: Bus. Dev. & Press: Brian Roeten, Senior Project Manager, brian@pixeliris.com Sales: Christian Ruiz, Marketing Director, christian@pixeliris.com",http://www.finovate.com/europe14vid/pixeliris.html
Plutus Software,2014,Europe,"Presenter Profile How they describe themselves: Plutus Software was incorporated in Singapore in February 2012. We saw a great opportunity to create a web and mobile ecosystem specifically to cater to the needs of the large and ever growing consumer finance sector in Asia. Our goal is to develop apps and platform products that are geared towards fulfilling this objective.How they describe their product/innovation: In addition to the comparison functionality for the various financial products, KreditAja.com features predictive analytics to aid both borrowers and lenders. For borrowers, this potentially enables creditworthy individuals to gain access to financing that they normally would not be able to obtain based on traditional credit scoring methods. At the same time, this analytics capability enables lenders on our platform to more accurately assess the risk of borrowers so as to better price the products that they are disbursing. Our proprietary credit scoring system aims to produce a more holistic assessment of a borrower's creditworthiness via incorporating multiple data sources, including social media.","Key Executives: Aidil Zulkifli (CEO & Founder), Jagannathan J. (CTO), Shaiful Bahri (VP Operations & Strategy)Key Board Members: Aidil Zulkifli (CEO & Founder, Plutus Software), Tom Duncan (Director, Barclays Bank), Andrew Vranjes (Senior Specialist, Cisco Systems), Rushabh Kothari (Ex Investment Banker & Family Office Manager, Runam Overseas Investment)Key Investors: SW3 Capital, 8 Capita, angel investors (directors at major financial institutions)Key Advisory Board Members: Sajid Rahman (Head of Consumer Banking, Standard Chartered Bank), Axel Winter (Head of Global Transaction Architecture Management, Standard Chartered Bank)Contacts: Bus. Dev., Press & Sales: Aidil Zulkifli, CEO & Founder, aidil@loangarage.com, +65 9320 0041 Shaiful Bahri, VP Operations & Strategy, shaiful@loangarage.com, +65 9062 8572",http://www.finovate.com/europe14vid/kreditaja.html
Red Zebra Analytics,2014,Europe,"Presenter Profile How they describe themselves: Red Zebra Analytics is a company that has created a new type of loyalty program. We call it 3D OFFERS because Consumers, Merchants and Retail Banks benefit from every offer. 3D OFFERS is a system that allows merchants to place cash-back offers in the digital banking environment, in a way that is highly sensitive to customer needs and compliant with restrictive data and privacy protection policies.How they describe their product/innovation: An Online and Mobile Offers Platform for Banks. It allows merchants to place targeted offers on the online banking experience, also accessible through mobile devices. The product is first launched in 2014 with Wuestenrot Bank AG Pfandbriefbank, Ludwigsburg, Germany.","Key Executives: Attul Sehgal (CEO), Manuel Ho (COO), Bal Balalji (CTO)Key Board Members: Dr. Thomas Altenhain, Matteo RizziKey Investors: SBT VenturesKey Partnerships: Vipera, BallabsKey Customers: Wuestenrot Bank AG Pfandbriefbank / Wuestenrot & Wuerttembergische AGContacts: Bus. Dev. & Sales: Attul Sehgal, CEO, Red Zebra Analytics, attul@redzebra-analytics.com Press: Charmaine Chan, Account Director, LEWIS PR, RedZebraAnalytics@lewispr.com",http://www.finovate.com/europe14vid/redzebra-analytics.html
SQLI,2014,Europe,How they describe their product/innovation: Augmented Banking is a new take at Online Banking. It is aimed at positioning a Bank at the very center of people’s digital lives.,"Key Executives: Benjamin Thomas (Expert Innovation, SQLI), Mederic Morel (Managing Director, Alcyonix), Sebastien de Miollis (Consulting Manager, SQLI)Contacts: Bus. Dev., Press & Sales: Benjamin Thomas, Expert Innovation, bthomas@sqli.com, +33 7 86 96 42 22",http://www.finovate.com/europe14vid/sqli.html
SaaS Markets,2014,Europe,"How they describe their product/innovation: SaaS Markets' MarketMaker platform allows financial companies to deploy a fully branded cloud marketplace containing proprietary apps and/or selected software from our catalog of over 1,500+ pre-qualified business applications, plus other cloud products and services — all in one convenient marketplace for your employees or business customers.","Key Executives: Ferdi Roberts (CEO & Founder)Key Board Members: Ferdi Roberts (CEO & Founder), Peter Nealon (CFO), Gabriel Moynagh (Chairman)Key Investors: ConfidentialKey Partnerships: Sysnet Global Solutions, Innovage ConsultingKey Customers: Global Payments (formerly HSBC UK)Contacts: Bus. Dev. & Sales: Ferdi Roberts, CEO & Founder, ferdi@saasmarkets.com, +1 650 897 5824 Press: Jay Manciocchi, Director of Content, jay.manciocchi@saasmarkets.com, +1 650 521 5359",http://www.finovate.com/europe14vid/saasmarkets.html
SecureSafe,2014,Europe,"Presenter Profile How they describe themselves: SecureSafe is the Swiss online storage that is as safe as a bank vault, offering more than 500,000 end users worldwide a highly secure and trusted location to store their digital assets. Since its launch in 2009, SecureSafe has gained strong traction in the professional collaboration and e-delivery fields by continuously adding functions to the core product, such as shared spaces for professional collaboration in teams and e-delivery for banks, insurances, and governments. In 2012, the first Swiss retail bank started offering the delivery of bank statements into the SecureSafe of their clients, followed by international banks (e.g. UniCredit) and insurances (e.g. Allianz) in 2013.How they describe their product/innovation: The financial services ecosystem suffers from the fact that each service provider has its own portal through which data is delivered in a 1:1 fashion. SecureSafe presents a platform that connects banks, EAA, POA, FIM, SME customers, and private customers. Documents can be sent from banks to professional partners such as EAA, which then can be shared with the assigned end customers. Metadata that is passed together with the documents allows for an improved experience and processing on all levels. Professional teams can seamlessly and securely work together with the high-privacy platform run in Switzerland.","Key Executives: Dr. Tobias Christen (CEO), Tim Kahrmann (CMO), Michael Tschannen (Head of R&D)Key Board Members: Dr. Walter Hürsch (Board President & Partner, Zühlke), Lukas von Känel (CEO & Board Member, AVANTEC), Roland Zeller (CEO & Board Member, ParkU & Business Angel)Key Investors: Zühlke, AVANTEC, Zürcher KantonalbankContacts: Bus. Dev. & Sales: Tobias Christen, CEO, tobias.christen@dswiss.com, +41 44 515 11 15 Press: Tim Kahrmann, CMO, tim.kahrmann@dswiss.com, +41 44 515 11 19",http://www.finovate.com/europe14vid/securesafe.html
Smart Engine,2014,Europe,"Presenter Profile How they describe themselves: Smart Engine stands for personalization and target marketing. As pioneers in the field of customer loyalty, we are drivers of innovation and leaders in personalized target marketing. Partnering with financial services companies and merchants, we deliver personalized target marketing offers to consumers through modern online channels helping consumers save money, time, and effort. We call this “Smart Shopping” – delivering great deals on products, which resonate on an individual level, and ease of shopping.How they describe their product/innovation: We demonstrated the next generation of our innovative Shopping Assistance functionality which adds an entirely new level of “big data” consumer profiling and multichannel targeting to our card linked offer bank loyalty platform. The cardholder checks in at the merchant store using the App or logs on to the web shop. Our consumer insight analytics in real time pushes relevant shopping offers and recommendations which match the cardholder’s preferences. The preferences are derived from the cardholder’s profile which we maintain consistently across all merchant sales channels. The cardholder checks out from the store using the Smart Engine App, paying for the purchase and redeeming a discount all in one go.","",http://www.finovate.com/europe14vid/smartengine.html
SoftWear Finance,2014,Europe,"How they describe their product/innovation: With the hacu platform, a bank can provide customers with the best possible user experience on any platform or device. The sophisticated technology lets a bank promote its products and services with remarkable ease:","Key Executives: Pavel Malyshev (CEO), Igor Dubovoy (Director, Development & New Business)Contacts: Bus. Dev.: Igor Dubovoy, hello@softwearfinance.com, +7 921 912 27 14",http://www.finovate.com/europe14vid/softwearfinance.html
Switchless,2014,Europe,"How they describe their product/innovation: Our proprietary modular enterprise software allows for partial or full integration into existing financial infrastructures, giving financial institutions maximum flexibility for the unique and complex requirements they face. The following modules are currently available:","Key Executives: Founding team: Timothy Stranex, Marcus Swanepoel, Francois Paul, Carel van Wyk, Pieter Heyns, Malan JoubertContacts: Bus. Dev. & Sales: Marcus Swanepoel, marcus@switchless.com Press: pr@switchless.com",http://www.finovate.com/europe14vid/switchless.html
Temenos,2014,Europe,"How they describe their product/innovation: The Temenos Treasury Management Dashboard Tablet App has been developed for Microsoft Windows 8 and enables the transformation of treasury operations. It provides a dynamic dashboard user interface, accessing real time, accurate business-critical information in relation to the bank’s overall position against the market, enabling them to spot opportunities and manage risk from wherever they are and at any time. This app allows better access, increased mobility, and stronger collaboration for information sharing in the workplace whilst enabling treasury managers to be far more responsive and effective in making critical business decisions - ultimately producing higher returns and managing risk.","",http://www.finovate.com/europe14vid/temenos.html
The Currency Cloud,2014,Europe,"Presenter Profile How they describe themselves: We believe global businesses deserve better so we have fully automated the payment lifecycle, from receipt of funds through conversion and payment, via a single, innovative platform. It is this solution that we believe is transforming the international payment landscape.How they describe their product/innovation: This release will provide our clients access to an easy-to-use web console. Cross-border transactions tend to be expensive and inefficient (i.e., error prone) as the majority are executed through some type of manual process. While a variety of alternative international payment providers claim to offer relief, their services have limitations that often leave companies encountering the same issues of high costs, inadequate automation and deceptive pricing. We think global businesses deserve better, and have developed an entirely new model for international payments.","Key Executives: Michael Laven (CEO), Richard Bastin (CTO), David Mason (CFO), Todd Latham (VP Marketing)Key Board Members: Fred Destin (Partner, Atlas), Sean Park (Co-Founder, Anthemis), Jos White (Partner, Notion Capital)Key Partnerships: Several leading innovators in their field have successfully adopted The Currency Cloud’s open API, including Azimo, Transferwise and Payoneer. In addition, it has been integrated as a third party app with leading enterprise software providers such as Salesforce, Sage, and Microsoft Dynamics.Key Customers: Azimo, Kantox, Transferwise, Sofort Bank, Fidor BankContacts: Bus. Dev. & Sales: Steve Lemon, Director, steve.lemon@thecurrencycloud.com Press: Ben Leon, Hotwire PR, ben.leon@hotwirepr.com",http://www.finovate.com/europe14vid/thecurrencycloud.html
The Moneyer,2014,Europe,"How they describe their product/innovation: Finance is often a highly personal matter, but there are many cases thinkable where a person or organisation needs to share financial information with others. The Moneyer offers the possibility to invite other users (member and non-members) on an existing financial dashboard. Thereby creating a collaborative workspace where groups of people can view and work with shared data.","",http://www.finovate.com/europe14vid/themoneyer.html
Tink,2014,Europe,"How they describe their product/innovation: Tink is a free personal finance service that allows you to follow your money, wherever you are! The service automatically collects and categorizes up to 2 years of historical transactions and assets from the banks you decide to connect. Once connected, Tink presents your expenses and incomes, suggests budgets, sends alerts, and gives you a personalized feed. Tink removes all the unwanted noise, highlights what’s important, and provides intelligent insights into your finances. Following your money with the Tink feed is as effortless as browsing your Instagram feed!","Key Executives: Daniel Kjellén (CEO & Founder), Fredrik Hedberg (CTO & Founder)Key Board Members: Nicklas Storåkers (Chairman), Daniel Kjellén (CEO & Founder), Fredrik Hedberg (CTO & Founder)Contacts: Bus. Dev.: Daniel Kjellén, CEO & Founder, daniel.kjellen@tink.se Press & Sales: Sandra Uddbäck, Marketing Manager, sandra.uddback@tink.se",http://www.finovate.com/europe14vid/tinkapp.html
Top Image Systems,2014,Europe,"How they describe their product/innovation: Top Image Systems has leveraged its deep recognition and imaging expertise to develop a powerful suite of image processing applications for mobile devices. These applications optimize user experience and minimize communication failures: MobiPAY expedites mobile bill payment, letting users snap images to add payees and payment methods; MobiCHECK facilitates mobile remote deposit capture and MobiFLOW enables mobile processing of documents of any size and format. TIS’ mobile image processing technologies combine APMI (Automatic Perfect Mobile Image) “auto-capture” functionality with IQA (Image Quality Analysis) and on-device intelligence on the handset.","Key Executives: Izhak Nakar (Founder & Active Chairman), Michael Schrader (COO), Isaac Rome (VP Global Banking & Mobile), Barry Richards (MD, EMEA)Key Partnerships: TIS cooperates with over 70 partners, including PFU (Fujitsu), DICOM and Kodak; resellers including Xerox, Medius and Konica Minolta; BPOs including Accenture, Bosch BCC, Williams Lea, Postel Italia and DeutschePost; technology partnerships such as Microsoft, Amazon, SAP and with engine providers ABBYY, OMNPAGE, A2IA and more. In the mobile arena, TIS has established partnerships with TransCentra, Jack Henry & Associates and most recently Fiserv.Key Customers: The TIS install base is comprised of several Fortune 100 companies and numerous enterprises, governments and institutions across varied document-intensive business segments. eFLOW is deployed in more than 60 banks and shared service centers in the financial markets, including Citibank, Standard Chartered Bank, HSBC, Bank of America Merrill Lynch, Deutsche Bank, J.P. Morgan Chase & Co. and more. Contacts: Bus. Dev.: Isaac Rome, VP Global Banking & Mobile, isaac.rome@topimagesystems.com Press: Shelli Zargary, Director of Corporate Marketing, shelli.zargary@topimagesystems.com Sales: Yoss Perl, General Manager S. EMEA, yoss.perl@topimagesystems.com",http://www.finovate.com/europe14vid/topimagesystems.html
Topicus Finan,2014,Europe,"How they describe their product/innovation: Self service for business lending as a service extension to face-to-face advice is something that modern clients expect from a bank. We are demonstrating the impact of self service. The entrepreneur has the option of working with what-if scenarios to assess the financial impact of his investment in real time. A key aspect is that the entrepreneur is not aware of typical banking complexities. Instead, communication is centered on concepts he understands, like the cost of a new machine and turnover growth.","Key Board Members: Michiel Schipper (CEO), Evert Jan Stokking (CFO)Key Investors: Topicus Finance HoldingKey Partnerships: We have a teaming agreement in place with ICT consultancy firm Infosys. They can support Topicus Finan implementations in most countries worldwide. Other partners include UNIT4 and the German URA Rating Agency.Key Customers: ING Bank, Rabobank, SNS Reaal, van Lanschot Bankiers, URA Rating Agency, SBR BankenContacts: Bus. Dev.: Michiel Schipper, CEO, michiel.schipper@topicusfinan.com Press: Marloes Bulthuis, Communications, marloes.bulthuis@topicusfinan.com Sales: Paul Kamphuis, Business Developer, paul.kamphuis@topicusfinan.com",http://www.finovate.com/europe14vid/topicusfinan.html
Toshl,2014,Europe,"Presenter Profile How they describe themselves: Toshl Finance is a personal finance manager made fun. Find out where your money is going, keep on top of bills and spending, set up budgets and live easy with a financial peace of mind.How they describe their product/innovation: One of the main problems of personal finance is that it's annoying to most people and they get quickly discouraged. Our aim is to provide more positive feedback and create content based on user's data that is fun and makes them come back, despite the possibly harsh realities of their financial situation. Toshl imports the data from a user's online bank, automatically categorises it and produces great content with loads of humour, while still making sure they’re on the right financial track.","Key Executives: Matic Bitenc (CEO), Miha Hribar (CTO)Key Investors: 500 Startups (Dave McClure & Christine Tsai), Andre Charland, Dave Johnson (founders of PhoneGap)Contacts: Bus. Dev., Press & Sales: Matic Bitenc, CEO, matic@toshl.com, @maticbitenc",http://www.finovate.com/europe14vid/toshl.html
Truphone,2014,Europe,"How they describe their product/innovation: The Dodd-Frank Act poses banking technologists with a technical and compliance problem. They must record all mobile phone communications relevant to a trade. Today, most banks do not record mobile devices, they fall outside of their technology stack. Communication is invisible; and that’s why the regulation now exists.","Key Executives: Steve Robertson (CEO), Paul Liesching (SVP, Mobile Recording), James Tagg (CTO), Colin Windsor (COO), Robert Jones (MD Europe), Tim Raby (MD USA)Key Investors: Vollin Holdings, Minden WorldwideKey Partnerships: BT Global Services Financial Markets, Top tier mobile network operatorsKey Customers: Three of the top five banks (four of the top ten), many FTSE 100 companies and Fortune 1,000 companies, Named accounts: Caterham F1 Team, Airinmar, Bugaboo, FitflopContacts: Bus. Dev. & Sales: Paul Liesching, paul.liesching@truphone.com, +44 (0)77 88 77 22 99 Press: Mark Pinnes, mark.pinnes@truphone.com, +44 (0)7408 871 515",http://www.finovate.com/europe14vid/truphone.html
Trustev,2014,Europe,"How they describe their product/innovation: Trustev Retail Decision (Trustev RD) provides real-time verification of customer identities in a physical retail location where across the counter sales are occurring. A software solution that runs on tablets, the product allows in store staff to verify customer identities without requiring customers to produce masses of paperwork.","Key Executives: Pat Phelan (CEO & Co-Founder), Chris Kennedy (CTO & Co-Founder), Stephen Fanning (CFO), John Peavoy (VP Sales), Diarmuid Thoma (Director, Fraud & Data Strategy), DC Cahalane (CMO)Key Board Members: Pat Phelan (CEO & Co-Founder), Chris Kennedy (CTO & Co-Founder)Key Investors: Greycroft Partners (NYC), Mangrove Capital (UK), ACT Ventures (Ireland), Notion Capital (UK), Wayra (Ireland), Enterprise Ireland (Ireland)Key Advisory Board Members: Anil Hansjee (ex head of M&A, Google EMEA), Trevor Healy, David Coalier (Data Scientist & Investor with successful exits)Key Partnerships: Microsoft - named Startup Partner of the Year in 2013Contacts: Bus. Dev.: Pat Phelan, CEO & Co-Founder, pat.phelan@trustev.com, +44 2035751466 Press: DC Cahalane, CMO, press@trustev.com, +353 851536394 Sales: John Peavoy, VP Sales, john.peavoy@trustev.com, +353 86 8092930",http://www.finovate.com/europe14vid/trustev.html
YourWealth,2014,Europe,"How they describe their product/innovation: YourWealth’s Money Hub technology is one of the world’s most powerful personal finance tools and is available via mobile, tablet and desktop devices. It brings together a user’s entire financial world and incorporates the ability to aggregate accounts, budget, track and plan scenarios for the future as well as access to financial products and advice. Money Hub gives users total control, allowing them to connect directly with a product provider or financial adviser and select which areas of their financial universe they wish to share with them. We believe Money Hub will revolutionise the world of personal finance.","Key Executives: Toby Hughes (CEO), Dave Tonge (CTO)Key Board Members: Toby Hughes (CEO)Key Investors: Toby Hughes (CEO)Contacts: Bus. Dev. & Sales: Jamie Donald, Senior Commercial Manager, 0117 3790050 & Toby Hughes, CEO, 0117 3790050 Press: Sophie Lilley, Director and Partner, Lansons Communications, sophiel@lansons.com & Lucia Harris, Digital Content Executive, YourWealth, 0117 3790050",http://www.finovate.com/europe14vid/yourwealth.html
